test_name,library,max,mean,median,min,stddev,warmup,iterations
null_singleFieldDocument._serialize,bson@6.2.0,2.744402077454709,2.5271295753270087,2.6246695738897468,0.05769966433720354,0.3393917786151906,1000,1000
null_singleElementArray._serialize,bson@6.2.0,4.083724400225154,3.602543696083303,3.717479206193134,0.03647837681249228,0.5213484052548456,1000,1000
null_array_10._serialize,bson@6.2.0,7.299275941093444,6.879627060697024,7.10625880869591,0.09295849991311962,0.7862140486376954,1000,1000
null_array_1000._serialize,bson@6.2.0,27.686954729122288,27.00306571361492,27.335701973521406,20.82395416834433,0.750201688626609,1000,1000
null_array_100._serialize,bson@6.2.0,19.930750313572723,19.039866617769388,19.533711072574164,0.8147404886995909,1.586698211404868,1000,1000
null_singleFieldDocument._deserialize,bson@6.2.0,3.708850270113434,3.4281473962077325,3.535115442357837,0.020568143357267588,0.4444112566500696,1000,1000
null_singleElementArray._deserialize,bson@6.2.0,4.613601038094993,4.0307386049193425,4.434604110222692,0.8119755290075031,0.7814442841460255,1000,1000
null_array_10._deserialize,bson@6.2.0,16.208231680877116,8.509912754442446,7.835265174018583,0.23008556460991883,3.0780300347466794,1000,1000
null_array_1000._deserialize,bson@6.2.0,44.760312787391385,42.68767640959248,43.45610435635559,15.398820555862097,3.2901153528045888,1000,1000
null_array_100._deserialize,bson@6.2.0,36.358746967737424,33.24690623445095,34.744406621793324,1.4904618911700311,3.55649173245757,1000,1000
null_singleFieldDocument._serialize,bson@5.5.1,2.7595807307194113,2.543479015670657,2.636786923892971,0.05857202119660537,0.33502346220585905,1000,1000
null_singleElementArray._serialize,bson@5.5.1,4.056785316497782,3.5597388854299536,3.6634351003642798,0.03482780851153684,0.5054542764298834,1000,1000
null_array_10._serialize,bson@5.5.1,7.347897881962305,6.904688343610479,7.110969382040041,0.09636091986694179,0.7456512645310188,1000,1000
null_array_1000._serialize,bson@5.5.1,27.74225665503526,27.076757119026464,27.424074609826842,6.451349769818982,0.998980857568772,1000,1000
null_array_100._serialize,bson@5.5.1,20.100747393096515,19.201230069870068,19.689274330510546,0.7360542491827432,1.639383715007434,1000,1000
null_singleFieldDocument._deserialize,bson@5.5.1,3.7122867653160005,3.438649410434946,3.55242517600974,0.018745152392484497,0.429373699025674,1000,1000
null_singleElementArray._deserialize,bson@5.5.1,4.632310689664099,4.072264561652147,4.46926877835588,0.7960601295947568,0.7730760034672753,1000,1000
null_array_10._deserialize,bson@5.5.1,15.728011336756161,8.405263314956237,7.868251266530334,0.20661057579264602,2.90576499909858,1000,1000
null_array_1000._deserialize,bson@5.5.1,44.58610580723493,42.65258193877281,43.4324311199441,14.29641852988557,3.3210276290800813,1000,1000
null_array_100._deserialize,bson@5.5.1,36.91487657037405,33.36688059813487,34.91142980836642,1.581787743376843,3.6613874183652064,1000,1000
null_singleFieldDocument._serialize,bson@4.7.2,3.3712882547975487,3.070123810734363,3.242150438863356,0.0994963038521185,0.4935986640176129,1000,1000
null_singleElementArray._serialize,bson@4.7.2,4.533846605975644,3.990827057066192,4.171005026609175,0.16079592815935143,0.6154293662767863,1000,1000
null_array_10._serialize,bson@4.7.2,7.110951859007215,6.660434739134302,6.914295320474421,0.2937700184242455,0.7846469330904701,1000,1000
null_array_1000._serialize,bson@4.7.2,28.100316944238294,27.340559127866378,27.65681504024812,18.492325438637703,0.7839079427519073,1000,1000
null_array_100._serialize,bson@4.7.2,20.637032367749153,19.987380776447733,20.393678037009668,11.549257074140218,1.282230053440693,1000,1000
null_singleFieldDocument._deserialize,bson@4.7.2,3.958466016840429,3.645391670715295,3.805921594759751,0.1127220785154229,0.5392843372630373,1000,1000
null_singleElementArray._deserialize,bson@4.7.2,4.7576802460055125,4.165810018705453,4.610946218458525,0.045300240849344954,0.836887821886357,1000,1000
null_array_10._deserialize,bson@4.7.2,15.943694483734086,10.173621359594362,7.383884602775124,0.11483478128958825,4.2377052727495315,1000,1000
null_array_1000._deserialize,bson@4.7.2,42.39405507346539,40.387814727303954,41.0402824838471,14.81882233847839,2.9962175816564014,1000,1000
null_array_100._deserialize,bson@4.7.2,35.03739178065155,31.905924959036213,33.29066753904127,1.8021804982424576,3.4410769120870377,1000,1000
null_singleFieldDocument._serialize,bson-ext@4.0.2,2.0947790081548248,1.8029997143383685,1.9728690815111976,0.0951746230745994,0.3328655688394066,1000,1000
null_singleElementArray._serialize,bson-ext@4.0.2,3.603595816944329,3.186155784569439,3.485088491898629,0.03805682023107816,0.5695927885201097,1000,1000
null_array_10._serialize,bson-ext@4.0.2,7.232972443490858,6.439714812991483,6.9015291495806395,0.10638824541753705,0.9784693204218676,1000,1000
null_array_1000._serialize,bson-ext@4.0.2,25.466164243586224,24.80918203796111,25.073193049607575,16.02727486746503,0.6777855191219094,1000,1000
null_array_100._serialize,bson-ext@4.0.2,17.60133404489614,16.741535075949063,17.34228179237209,9.862465344274419,1.2255920926322372,1000,1000
null_singleFieldDocument._deserialize,bson-ext@4.0.2,3.686641890871136,3.483182404190706,3.579425767394725,0.10479435496936419,0.4138502557841822,1000,1000
null_singleElementArray._deserialize,bson-ext@4.0.2,5.923765993600353,5.437980986876899,5.76369514852867,0.18907613641126092,0.905019979736504,1000,1000
null_array_10._deserialize,bson-ext@4.0.2,10.314255518700675,9.542863123025663,9.976839668369992,0.5309296365066785,1.265866619122174,1000,1000
null_array_1000._deserialize,bson-ext@4.0.2,31.637975963447673,30.76131164976397,31.31976694800519,12.660744072665763,2.0645647608390627,1000,1000
null_array_100._deserialize,bson-ext@4.0.2,22.30464452768692,20.881758326500513,21.63409785696569,1.9267178498054893,1.7612489187433047,1000,1000
